Topic,Count,Name,Representation,Representative_Docs
82,13,huawei_universiteiten_chinese_samenwerking,"['huawei', 'universiteiten', 'chinese', 'samenwerking', 'harmelen', 'instituten', 'china', 'confucius', 'wetenschappers', 'vu']","['we spioneren toekomst interview michael yang chinese thee ontvangst michael yang huaweis nieuwe hoofdkantoor rijswijk hartelijk hoeveel licht binnen komt enorm verschil vorige pand corona onderkomen w', 'we mogen huawei publiceren frank harmelen hoogleraar kunstmatige intelligentie frank harmelen chinese techbedrijf huawei gaat amsterdamse universiteiten helpen onderzoek hoogleraar frank harmelen legt', 'onderzoeksgeld eu huawei chinese telecomconcern huawei krijgt hoewel diverse europese landen zaken mag meerdere onderzoeksprojecten geld europese unie schrijft financial time huawei krijgt elf project']"
81,13,bussche_podcast_podcasts_rogan,"['bussche', 'podcast', 'podcasts', 'rogan', 'den', 'spotify', 'kwebbelkop', 'jordi', 'youtube', 'strengholt']","['reacties podcast maken doe ikea favoriete podcasts up with sam harris intellectueel diept gedurende gemiddeld twee uur stuk onderwerp kunstmatige intelligentie opwarming aarde politiek nihilisme chaos', 'iedereen luistert pandemie luisterboeken pandemie ergens goed ieder geval luisterboek aanwas titels nederlandse taalgebied nooit groot drieduizend vlaamse markt kreeg eigen edities komend jaar zullen ', 'podcast onzichtbare krachten bewegen daarover gaat podcast invisibilia amerikaanse omroep npr klinkt misschien zweverig geenszins wetenschappelijk onderbouwd persoonlijke verhalen uitgangspunt onderzo']"
80,13,krant_dpg_kranten_nieuws,"['krant', 'dpg', 'kranten', 'nieuws', 'lezers', 'thillo', 'bild', 'guardian', 'oktober', 'medium']","['nepnieuws bestrijden laat computer ideeën grens nepnieuws europese unie belaste task force east stratcom geheten beet eerder jaar tanden stuk moest terugkrabbelen beschuldigingen adres nederlandse med', 'schiet mee recensies voortaan slimme software geschreven column wijlen simon carmiggelt citeren tijd babbeltjes schreef november uiterst hardhandige wijze hongaarse opstand neersloeg toevallig dezer d', 'geachte redactie wanneer publiceert grensoverschrijdend gedrag wereld draait no studio sport weinig ruimte relativering terecht wanneer rapporteert grensoverschrijdend gedrag minister wiersma onderwij']"
79,13,chip_asml_intel_europa,"['chip', 'asml', 'intel', 'europa', 'europese', 'fabriek', 'nauta', 'wennink', 'asmi', 'miljard']","['uitvindersduo krijgt publieksprijs personalia nederlandse uitvindersduo erik loopstra vadim banine krijgt meeste publieksstemmen european inventor award publieksprijs loopstra banine nederlandse fabri', 'intel leidende rol europa miljard machine asml maken nieuwste generatie chip ierland miljard machine asml maken nieuwste generatie chip ierland chipreus intel vrijdag nieuwe grote fabriekshal enorme t', 'asml elder chipmachinefabrikant komt recordcijfers waarschuwt politiek den haag chipmachinefabrikant komt recordcijfers waarschuwt politiek den haag asml rekent komende jaren verdere explosieve groei ']"
78,13,biesheuvel_ema_woerdt_nederland,"['biesheuvel', 'ema', 'woerdt', 'nederland', 'wehkamp', 'ramakers', 'gamecongres', 'unilever', 'ondernemers', 'indigo']","['philip gezakt stresstest topman roy jakobs verwacht jaar eerste schikkingen topman roy jakobs verwacht jaar eerste schikkingen oktober philip aangetreden ceo roy jakobs zette direct me banen kondigde ', 'kort snelle opvolging nieuwe voorzitter zuivelreus zuivelcoöperatie frieslandcampina sybren attema benoemen nieuwe voorzitter beoogde opvolger erwin wunnekink paar maanden benoeming vertrok vanwege on', 'nederlandse keerpunt gamecongres nederlandse staat keerpunt zeggen gamecongres indigo reportage gamecongres nederlandse gamecongres indigo voelt anders jaren alleen zalen groter lijkt begrip hard groe']"
83,12,amazon_bezos_platform_jeff,"['amazon', 'bezos', 'platform', 'jeff', 'anthropic', 'duitsland', 'werknemers', 'vogels', 'alexa', 'choudary']","['dagelijkse boodschappen amazon amazon winkel waar kunt krijgen boeken bananen videodienst vlinderdas droom oprichter jeff bezos amerikaanse president donald trump tweet haalde gisteren internetgigant ', 'star woonkamer boekverkopen vormen fractie omzet amazon s werelds grootste online winkel dronebezorging film robot amazon dringt steed diensten huiskamer binnen oprichter jeff bezos maniakale star jar', 'big tech stapt zorg overname pillpack amazon veroorzaakt schokgolf wouter bergen amsterdam aangekondigde overname pillpack amazon zorgde donderdag schok zorgmarkten verenigde staten volledig frontale ']"
84,12,bamps_data_source_onze,"['bamps', 'data', 'source', 'onze', 'roman', 'koenig', 'we', 'meta', 'open', 'russell']","['technologie brengt nieuw moreel evenwicht david bamps interview onze samenleving auto dashboard we zien auto precies doet rijden we hoge snelheid voort tijd we instrumenten krijgen vertellen gebeurt m', 'hoop data boven hoofd wereld technologie draf vandoor gaat menselijk tekort oftewel we greep houden vooruitgang draait nieuwe roman maxim februari boek tal zware vragen oproept licht gaten hebt komt t', 'prominenten bezorgd snelle ontwikkelingen ai vragen petitie haagse bemoeienis alleen duidelijke voorwaarden mogelijk grip krijgen ai waarvan ontwikkeling volledig bepaald big tech stellen opstellers o']"
85,12,twitter_musk_nepaccounts_tweet,"['twitter', 'musk', 'nepaccounts', 'tweet', 'mastodon', 'account', 'socialemediabedrijven', 'elon', 'medium', 'gebruikers']","['mastodon kent ophef zoals twitter ondanks enorme chaos elon musk afgelopen weken twitter veroorzaakt positiefs voortgekomen overname bedrijf eindelijk serieus maatschappelijk debat gevoerd vraag socia', 'twitter stelt limieten gebruikers vast twitter zaterdagavond aantal veranderingen doorgevoerd gebruikers platform volgens elon musk gaat tijdelijke noodmaatregelen grootschalige dataverzameling gaan w', 'musk maakt zooitje onze overheid tussenkomst twitter berichten verwijderen onze overheid tussenkomst twitter berichten elon musk maakte afgelopen weekend weer opvallende bokkensprong twitteraars beper']"
86,12,god_ai_blok_broersen,"['god', 'ai', 'blok', 'broersen', 'harari', 'men', 'we', 'bostrom', 'goddelijke', 'mensen']","['bedreigt kunstmatige intelligentie godsbeeld theologisch elftal begin woord zegt bijbel johannes volgens christendom stand gekomen woord god daarmee woord rede beschouwd goddelijke oorsprong men ratio', 'paus leert monnik ai onfeilbaar alwetend daarom laat paus franciscus informeren kunstmatige intelligentie ai kenner uiteraard naam paolo benanti gespecialiseerd techniek kunstmatige intelligentie én e', 'men speciaal god ai superwezen voortbrengt yusuf celik interview kunstmatige imam via preekt bedevaart mekka digitale universe robot fatwa produceert welke gevolgen nieuwe technologische ontwikkelinge']"
87,12,youtube_video_filmpjes_facebook,"['youtube', 'video', 'filmpjes', 'facebook', 'tang', 'hoven', 'inhoud', 'kinderen', 'moderator', 'platformen']","['youtube grijpt mountain view youtube afgelopen dagen ingegrepen pedofielen reacties plaatsten onschuldige filmpjes bijvoorbeeld sportende kinderen vierhonderd kanalen verwijderd vanwege plaatsen ongep', 'youtube labelt september youtube test middel desinformatie gaan platform detecteert automatisch onderwerpen waarover onjuistheden ronde biedt hierbij stukjes kloppende informatie alleen labelde systee', 'nieuws youtube test middel desinformatie gaan platform detecteert automatisch onderwerpen waarover onjuistheden ronde biedt hierbij stukjes informatie alleen labelde systeem livestreams notre dame par']"
88,11,online_unless_concept_klanten,"['online', 'unless', 'concept', 'klanten', 'prevoo', 'wappzapp', 'klant', 'nagtegaal', 'ezrachi', 'veelbelovend']","['online gaat winkelstraat nooit dicht verslavend men zwak kiest graag gemak marketeers weten spelen eigenschappen maakt vooral consumenten online winkelen kwetsbaar zelfs verslaafd schrijft sociale cha', 'website afstemmen bezoeker doorbreker sander nagtegaal unless gabi ouwerkerk amsterdam internet meeste bedrijven onmisbaar website verre efficiënt oorzaak ligt volgens amsterdamse startup unless onper', 'online oogtest opkomst grensverlegger easee verwacht weerstand frankrijk jessica numann amsterdam willen we tegenwoordig online regelen bijvoorbeeld nauwkeurige oogmeting haalbaar ondernemer yves prev']"
89,10,aardbevingen_hooper_aardbeving_vulkanen,"['aardbevingen', 'hooper', 'aardbeving', 'vulkanen', 'johnson', 'voorspellen', 'extreem', 'vulkaan', 'model', 'aardplaten']","['lezersreacties tof krant nieuws mei aandacht besteedt scientist rebellion gebeurt laatste pagina wrangs tekst zit echt naast we stevenen alleen klimaatactivisten af catastrofe conclusie steed indringe', 'smartphone potentiële gamechanger bevingen stel weervrouw staat kaart turkije syrië kondigt twee dagen flinke aardbeving aankomt we aardbevingen konden voorspellen zoals hoosbuien hadden tienduizenden', 'data levensbelang ramp linksboven kaart pagina rechts stuwmeer malawi zien dam doorbreken staat vele stuwdammen zuidelijk afrika dreigen bezwijken sind cycloon idai extreem zware regenval bracht kaart']"
90,10,universiteiten_spionage_chinese_hikvision,"['universiteiten', 'spionage', 'chinese', 'hikvision', 'loket', 'diercks', 'nctv', 'kennis', 'mivd', 'samenwerkingen']","['laat nederland speelbal minister generaals praten veiligheidsconferentie münchen weinig tank schepen vliegtuigen data netwerken technologie marietje schaake verbonden stanford university californië pr', 'gevaar oosten wantrouwen russische chinese technologie techbedrijven rusland china liggen vuur techniek oosten rukt angst spionage groeit terwijl kabinet werkt verzetten verdachte bedrijven hand tand ', 'universiteit beter gevaren onderzoek zien interview gijs diercks onderzoeker nederlandse universiteiten praten ministerie onderwijs regels rond wetenschap nationale veiligheid universiteit kyoto neemt']"
